post_key,hashtag_key,usage_date_key,usage_count
5910,219,20230811,1
1356,357,20230402,1
4917,200,20230107,1
4386,462,20231201,1
2663,102,20230101,1
1001,323,20230727,1
2,161,20231230,1
4517,296,20231116,1
5684,457,20230625,1
5594,294,20231107,1
698,196,20231024,1
766,54,20230920,1
1894,451,20230710,1
5738,167,20230409,1
5775,412,20230201,1
3059,177,20231021,1
2022,332,20230201,1
5708,372,20230915,1
4005,116,20230307,1
3960,214,20230223,1
5419,63,20230723,1
2810,402,20230523,1
171,5,20231017,1
3453,53,20230818,1
3180,417,20230307,1
5163,38,20230709,1
4243,451,20230203,1
4981,400,20230722,1
2181,54,20230906,1
5023,403,20230303,1
1504,39,20230320,1
686,3,20230512,1
5630,321,20230401,1
2845,151,20230210,1
4211,282,20230919,1
1653,207,20231227,1
1473,393,20230716,1
5192,459,20231106,1
4388,367,20231125,1
5023,151,20230220,1
3240,498,20230215,1
2671,400,20230322,1
376,89,20230822,1
3993,464,20230504,1
2804,390,20231030,1
5130,310,20230331,1
5434,438,20230622,1
2148,371,20231222,1
1153,85,20231104,1
5451,263,20230321,1
5895,423,20230107,1
975,458,20231129,1
1604,308,20230316,1
3155,134,20230709,1
4902,132,20230711,1
3484,453,20231227,1
4670,101,20230618,1
5893,212,20230930,1
1636,66,20230612,1
2342,229,20230223,1
3926,390,20231102,1
2019,333,20230508,1
811,272,20230329,1
5337,491,20230506,1
4129,156,20230127,1
5557,124,20230616,1
731,239,20230902,1
3333,183,20230320,1
1995,208,20231013,1
3157,138,20230804,1
4067,304,20230708,1
2771,316,20230508,1
5962,142,20231107,1
2577,131,20231018,1
2745,199,20230123,1
969,111,20231205,1
1955,396,20230920,1
1330,294,20230108,1
4688,7,20231001,1
3221,121,20230504,1
1157,484,20230307,1
5485,415,20231122,1
5170,244,20231230,1
5668,473,20230104,1
1770,132,20231018,1
3635,432,20230712,1
4331,455,20231225,1
5441,446,20231027,1
2672,45,20230310,1
1414,444,20230913,1
1643,43,20230829,1
4751,206,20230202,1
1623,413,20230516,1
5823,310,20231202,1
4999,122,20230327,1
3609,274,20230507,1
5143,166,20231118,1
2942,457,20230115,1
5754,140,20230909,1
406,189,20230619,1
257,238,20230902,1
4114,32,20231204,1
2810,217,20230904,1
1701,221,20230216,1
456,403,20230112,1
1091,409,20230619,1
4043,28,20231125,1
323,326,20230119,1
522,434,20230609,1
1773,127,20231127,1
5217,197,20230414,1
1648,396,20230107,1
2716,351,20231022,1
3967,418,20230425,1
2395,405,20231229,1
3140,281,20231221,1
4929,363,20230222,1
2267,191,20230622,1
5776,477,20230220,1
2312,99,20230726,1
730,119,20231213,1
1176,474,20230721,1
4878,247,20230705,1
151,274,20230621,1
5925,288,20230403,1
4509,108,20230527,1
3869,60,20230616,1
2868,421,20231208,1
2507,391,20231117,1
3454,378,20231220,1
934,376,20230705,1
952,21,20230904,1
3765,53,20230531,1
237,207,20230829,1
1256,469,20230511,1
5513,32,20231225,1
525,439,20231013,1
4453,314,20230508,1
3051,404,20230121,1
2823,178,20230822,1
3878,152,20231211,1
4213,316,20230605,1
3731,71,20231104,1
5548,201,20230827,1
4449,23,20230724,1
906,16,20230424,1
1726,20,20230511,1
485,16,20231128,1
4693,478,20230914,1
1215,405,20230117,1
3594,487,20231223,1
314,180,20231222,1
4945,392,20230611,1
1825,180,20231024,1
1199,267,20230831,1
4247,458,20230123,1
4562,329,20231212,1
3305,309,20230328,1
1732,28,20230303,1
2846,213,20230131,1
3918,355,20230917,1
2125,94,20231221,1
2955,235,20230921,1
1276,304,20230106,1
3200,124,20230714,1
3323,260,20230411,1
1928,118,20230110,1
3714,152,20230202,1
2845,25,20230819,1
841,162,20230518,1
2667,391,20230524,1
3731,80,20230724,1
767,420,20230727,1
3487,374,20230929,1
49,123,20231211,1
4080,471,20231202,1
4361,196,20231211,1
883,124,20230213,1
4335,381,20230705,1
1913,203,20230115,1
5387,95,20230204,1
2909,397,20231221,1
5113,440,20230511,1
4770,183,20230626,1
3119,387,20230514,1
1400,209,20231010,1
2710,283,20231206,1
1087,40,20230728,1
2627,122,20231007,1
4960,88,20230928,1
2163,133,20230324,1
4797,314,20230410,1
5703,397,20230713,1
5272,194,20231125,1
1966,378,20231214,1
3167,458,20230824,1
2481,494,20230915,1
5486,472,20230701,1
999,173,20230219,1
5451,327,20231021,1
4381,457,20230112,1
712,380,20231015,1
2652,259,20231222,1
3915,324,20231215,1
4000,81,20230211,1
3590,319,20231201,1
2629,421,20230821,1
5029,343,20230410,1
723,146,20230708,1
4483,44,20230222,1
3542,280,20230705,1
4050,363,20230221,1
405,333,20230125,1
5979,70,20230207,1
4331,217,20231020,1
124,489,20230525,1
1622,284,20231211,1
3788,180,20231004,1
2961,363,20230131,1
696,330,20230606,1
4581,318,20231215,1
2143,77,20231002,1
3848,2,20230811,1
2891,183,20231211,1
5500,283,20231124,1
2422,65,20230425,1
3068,30,20231027,1
4258,163,20231022,1
5585,330,20230808,1
3982,419,20231207,1
138,130,20231221,1
563,417,20231220,1
496,487,20231221,1
4141,53,20230302,1
2655,423,20231111,1
1144,328,20230407,1
1396,439,20231229,1
1800,410,20230208,1
4180,44,20231102,1
5794,156,20230323,1
1343,386,20230512,1
2902,138,20230416,1
5783,257,20230313,1
2073,123,20230624,1
999,382,20231001,1
702,299,20231229,1
3441,207,20230318,1
342,427,20230602,1
2335,475,20230216,1
5439,227,20231211,1
2667,164,20230427,1
3789,87,20231203,1
5990,285,20230505,1
3118,269,20231120,1
2303,417,20230713,1
3255,487,20230912,1
2793,118,20230425,1
3256,108,20230907,1
2921,187,20230401,1
5588,428,20230128,1
1488,348,20230208,1
4185,177,20230111,1
3555,409,20230625,1
5622,410,20230419,1
1030,280,20231023,1
5170,398,20230528,1
3635,500,20231209,1
4512,137,20230208,1
3378,4,20231010,1
4438,266,20230722,1
215,148,20230409,1
1060,400,20230106,1
5202,500,20230729,1
1240,89,20230413,1
2334,336,20231212,1
5691,140,20230407,1
3288,457,20230703,1
1116,490,20231108,1
4353,49,20230730,1
3019,426,20230413,1
3494,437,20230102,1
5778,109,20230626,1
2480,463,20230313,1
2259,279,20230609,1
3045,13,20230816,1
2703,231,20230621,1
5875,6,20231102,1
3467,443,20230714,1
2335,259,20231117,1
5325,111,20230830,1
2316,410,20230505,1
5421,305,20230710,1
376,295,20230419,1
1249,232,20230829,1
5090,470,20230531,1
3774,458,20230128,1
1764,419,20230519,1
5277,227,20230429,1
4835,148,20231211,1
4738,102,20230109,1
4684,32,20230304,1
5829,332,20231219,1
1944,473,20231123,1
2136,376,20231109,1
1903,418,20230320,1
5248,498,20230416,1
335,25,20230403,1
447,380,20230627,1
5004,110,20230909,1
743,181,20230327,1
1579,185,20230503,1
4784,135,20231121,1
3391,391,20230321,1
5319,212,20230217,1
4647,93,20230930,1
3309,418,20230413,1
4753,183,20230922,1
5322,299,20230715,1
4036,459,20230414,1
2258,91,20231006,1
1764,278,20230728,1
3621,4,20231210,1
5436,261,20230625,1
985,121,20230914,1
4270,416,20231121,1
311,19,20230107,1
3826,312,20230131,1
5169,365,20230804,1
3023,347,20230708,1
295,168,20230509,1
5741,251,20230210,1
2196,92,20230423,1
3993,174,20231121,1
2010,408,20230714,1
3364,99,20230623,1
5518,479,20230102,1
5638,494,20230330,1
5496,234,20230129,1
4452,267,20230412,1
5766,479,20230108,1
2955,325,20230812,1
5424,440,20231027,1
1666,179,20231207,1
4552,177,20230124,1
4647,49,20230725,1
408,308,20230515,1
3373,1,20231217,1
2814,326,20230929,1
1080,362,20230428,1
3460,109,20230419,1
4441,359,20230127,1
4733,195,20231121,1
2302,168,20230124,1
1287,184,20231117,1
2093,218,20230217,1
1932,221,20230903,1
3774,485,20230610,1
4271,182,20230508,1
4452,447,20230412,1
1841,425,20231110,1
5518,172,20231012,1
3817,246,20230222,1
1467,302,20230425,1
3547,91,20231008,1
5842,442,20230515,1
4312,158,20230717,1
291,355,20230612,1
3865,418,20230319,1
2901,108,20230811,1
4582,380,20230301,1
2646,200,20230810,1
2699,337,20230928,1
3267,482,20231129,1
1421,193,20231024,1
5587,324,20230210,1
1488,211,20230830,1
511,249,20230120,1
1341,258,20230425,1
2136,403,20230323,1
3926,196,20230426,1
4190,242,20230424,1
124,107,20230923,1
2694,226,20230503,1
4942,438,20230405,1
2997,289,20230310,1
3083,410,20230901,1
89,156,20230826,1
98,136,20230124,1
5373,98,20230209,1
1180,324,20230118,1
1908,67,20230326,1
4846,426,20230220,1
2123,283,20230107,1
4259,426,20230830,1
3526,442,20230309,1
5908,299,20230711,1
3469,445,20230714,1
1893,200,20231223,1
5181,378,20231115,1
3468,443,20230416,1
279,187,20231209,1
5863,288,20230824,1
2468,250,20230313,1
5186,24,20230523,1
5281,87,20230415,1
5500,494,20230512,1
1432,260,20230911,1
4115,91,20230322,1
2388,38,20230109,1
1314,203,20230430,1
4464,185,20230629,1
3466,265,20230418,1
4468,303,20231120,1
5356,480,20231113,1
5840,343,20231002,1
338,171,20230426,1
4299,231,20230226,1
2745,162,20230531,1
873,15,20230523,1
4717,392,20230430,1
621,431,20231203,1
4671,265,20230403,1
5926,442,20230106,1
1004,266,20230621,1
2539,215,20231027,1
5386,460,20230712,1
3516,144,20231015,1
2017,131,20230416,1
4565,362,20231128,1
294,165,20230121,1
4206,348,20231011,1
5168,204,20231225,1
5895,434,20230215,1
3409,137,20231219,1
1074,385,20230717,1
4161,222,20230305,1
2798,403,20231012,1
5658,460,20231229,1
1327,324,20231101,1
849,209,20230708,1
5063,109,20230924,1
3830,399,20231025,1
4235,412,20230909,1
1582,109,20230127,1
684,290,20230530,1
3385,202,20230215,1
931,150,20230623,1
3989,136,20231024,1
4968,304,20230221,1
1622,451,20230226,1
1887,275,20231116,1
5275,421,20230320,1
4853,168,20231202,1
2059,337,20230106,1
200,496,20230412,1
2376,269,20230329,1
2651,91,20231028,1
2101,236,20230212,1
4977,264,20230903,1
2179,13,20230704,1
1531,470,20230114,1
413,491,20230425,1
407,96,20230605,1
1041,483,20230611,1
4961,267,20230615,1
4289,474,20230503,1
1719,499,20230113,1
474,163,20230413,1
5282,442,20230316,1
1394,406,20230325,1
3739,340,20231031,1
205,114,20230331,1
1907,325,20231124,1
5679,196,20230201,1
3765,465,20230327,1
2576,469,20230623,1
7,372,20230104,1
1981,490,20231130,1
429,380,20230212,1
5354,376,20230307,1
2272,35,20230203,1
5536,196,20230724,1
1314,187,20230129,1
4836,100,20230428,1
729,246,20230815,1
1339,406,20230921,1
3305,96,20230902,1
1862,56,20230112,1
91,143,20230710,1
1439,3,20230305,1
2201,479,20230421,1
3693,250,20230921,1
1020,226,20230913,1
2990,334,20231010,1
1209,321,20231207,1
678,434,20230921,1
1198,89,20231115,1
2625,361,20231119,1
5916,260,20230219,1
3021,364,20230811,1
1004,175,20230125,1
520,379,20231013,1
1452,5,20230113,1
5623,317,20230416,1
4613,161,20231103,1
4400,196,20230519,1
4363,43,20231025,1
634,336,20230803,1
5436,294,20230406,1
3201,300,20230328,1
4766,160,20230905,1
2369,214,20231228,1
5477,264,20230718,1
861,228,20230725,1
1511,258,20230306,1
2479,226,20231016,1
1722,127,20230927,1
5755,491,20231022,1
1268,286,20231118,1
1507,188,20230107,1
1434,394,20231227,1
5218,289,20231006,1
5200,399,20230331,1
4893,398,20231026,1
819,361,20231211,1
452,285,20231125,1
5691,104,20231025,1
3904,58,20230809,1
4065,396,20230830,1
5345,384,20230802,1
989,391,20230416,1
1940,498,20230705,1
4875,474,20230209,1
5859,233,20230621,1
1496,488,20230624,1
2150,283,20230411,1
5840,413,20230715,1
3354,133,20231104,1
1118,191,20230420,1
4006,76,20230212,1
1659,129,20230511,1
3551,320,20230505,1
5565,369,20230225,1
4000,51,20230124,1
726,346,20230417,1
2402,250,20230106,1
3090,115,20230602,1
1484,114,20230708,1
5598,108,20230825,1
2528,196,20230219,1
4203,408,20230829,1
1691,64,20230106,1
900,95,20230330,1
3333,356,20231110,1
4167,85,20230507,1
3549,476,20230104,1
5756,405,20231116,1
4020,69,20230318,1
3614,83,20230512,1
5948,310,20230201,1
1823,170,20230909,1
1070,44,20231024,1
1093,245,20230208,1
5942,171,20230101,1
446,2,20230131,1
2883,317,20230507,1
5564,448,20230521,1
5922,116,20230520,1
2741,323,20231009,1
2414,487,20230313,1
547,127,20231213,1
3720,419,20230820,1
4983,38,20230820,1
2111,119,20230104,1
4705,34,20231028,1
1209,136,20230815,1
5530,200,20230522,1
1657,219,20231223,1
3899,13,20230103,1
232,448,20230224,1
844,237,20230915,1
3542,110,20231019,1
1842,194,20230609,1
3055,263,20230402,1
3069,432,20230506,1
716,344,20231211,1
2298,286,20231015,1
2185,336,20230801,1
5985,224,20230518,1
276,348,20230214,1
2478,443,20230101,1
1752,72,20230525,1
3194,51,20230122,1
1200,244,20230702,1
5677,428,20230912,1
985,452,20230114,1
3342,238,20230518,1
1554,169,20231026,1
3944,457,20230817,1
5692,401,20230101,1
996,440,20231001,1
5429,480,20230605,1
3133,198,20230722,1
5994,86,20230824,1
1681,170,20230527,1
2157,330,20231222,1
1380,116,20230331,1
5774,276,20231027,1
5596,215,20231218,1
3248,295,20230616,1
3867,347,20230924,1
4703,420,20230327,1
1521,482,20230127,1
5547,367,20230115,1
3363,276,20231114,1
511,77,20231225,1
3780,18,20230724,1
2135,75,20230831,1
464,298,20230531,1
4544,324,20230126,1
5743,425,20230502,1
5653,370,20230912,1
547,27,20230815,1
2384,395,20230702,1
3076,178,20231123,1
2908,402,20230916,1
299,266,20230825,1
4184,185,20230427,1
2087,226,20230304,1
5116,185,20230311,1
232,266,20230906,1
434,176,20231015,1
4595,129,20230405,1
2093,284,20230309,1
3781,189,20230927,1
4151,194,20230810,1
965,81,20230109,1
2775,291,20230713,1
2573,229,20231122,1
1216,9,20230724,1
1583,86,20230721,1
2773,399,20230311,1
2001,485,20230302,1
4071,346,20230819,1
673,145,20231105,1
5287,7,20231012,1
5358,348,20230516,1
2542,446,20230803,1
843,372,20231003,1
3203,246,20230911,1
1659,38,20231003,1
4073,469,20230825,1
215,385,20230405,1
4939,205,20230211,1
3453,105,20230401,1
3122,454,20230617,1
968,10,20230627,1
1801,343,20231020,1
3223,274,20230723,1
817,38,20230102,1
5319,54,20230326,1
3448,258,20231221,1
180,267,20230610,1
2954,424,20230104,1
3086,184,20230628,1
711,387,20230220,1
3352,465,20231123,1
5479,179,20230806,1
2572,464,20230129,1
4749,45,20230209,1
2724,384,20230603,1
5472,309,20231126,1
5041,213,20230417,1
2694,479,20230331,1
3528,280,20231118,1
5350,350,20230109,1
3358,432,20230118,1
1139,357,20230826,1
3647,465,20230928,1
1746,342,20230814,1
5348,323,20230817,1
4099,216,20230924,1
4572,178,20230922,1
841,168,20230802,1
2153,32,20230604,1
2983,133,20230405,1
2018,240,20230502,1
1201,3,20230128,1
2178,209,20230106,1
4340,155,20231108,1
37,340,20231119,1
1364,305,20230212,1
1854,120,20231005,1
176,443,20230928,1
15,439,20230108,1
842,80,20230103,1
2414,319,20230909,1
2881,283,20231127,1
2503,441,20230225,1
3935,314,20231022,1
3766,334,20230918,1
4071,26,20230520,1
4347,33,20230510,1
1593,251,20230405,1
3776,195,20231122,1
3835,457,20231216,1
4107,478,20230227,1
560,326,20230816,1
2798,327,20231014,1
4708,172,20231105,1
2012,246,20230103,1
1174,221,20230915,1
3453,456,20230406,1
2896,13,20231130,1
4870,358,20230425,1
2922,448,20230428,1
5035,488,20230730,1
656,76,20231117,1
4158,394,20231124,1
4920,87,20230613,1
688,58,20230623,1
4403,81,20230505,1
5044,105,20230929,1
4159,481,20231022,1
1250,26,20230808,1
4071,363,20230731,1
368,416,20230320,1
3349,195,20231130,1
5586,215,20231104,1
3811,121,20231230,1
1303,437,20231214,1
5869,169,20230201,1
4589,257,20231208,1
203,348,20230205,1
4785,489,20230402,1
4120,53,20230630,1
1709,363,20230719,1
4041,403,20230115,1
4387,11,20231020,1
4586,91,20230226,1
2259,284,20230509,1
318,481,20230905,1
5740,362,20230104,1
1284,152,20230731,1
2093,406,20230802,1
3999,316,20231116,1
365,466,20230428,1
786,35,20230806,1
2238,429,20230724,1
3428,189,20231004,1
1727,10,20230209,1
5923,333,20230819,1
1546,154,20230527,1
2937,404,20231017,1
3760,382,20231220,1
3411,32,20231111,1
5661,306,20230624,1
4994,396,20231204,1
921,104,20230319,1
1505,189,20230306,1
5900,95,20231210,1
3644,33,20230610,1
494,19,20230225,1
728,472,20231121,1
396,290,20231118,1
3923,71,20230530,1
670,393,20230801,1
991,65,20230616,1
2348,437,20230702,1
1806,241,20230409,1
258,280,20230708,1
4678,66,20231109,1
3628,485,20230113,1
434,20,20231010,1
5197,276,20230623,1
4978,496,20231220,1
3643,340,20230831,1
5545,118,20230204,1
2398,174,20231018,1
5135,6,20230820,1
2835,95,20231120,1
5738,403,20230707,1
4824,264,20230503,1
2035,372,20230609,1
1899,78,20230623,1
5808,61,20231016,1
4230,226,20230328,1
3614,34,20230903,1
5976,354,20230126,1
3234,354,20230923,1
5992,290,20230730,1
755,229,20231216,1
3782,21,20230103,1
2032,440,20230829,1
2864,80,20231223,1
4688,343,20230802,1
1434,381,20231018,1
1605,168,20231225,1
2076,418,20230220,1
3533,23,20230429,1
318,85,20231227,1
1997,186,20231107,1
1728,376,20230131,1
3442,96,20230805,1
466,166,20230423,1
3380,293,20231206,1
1742,119,20230813,1
1020,381,20230325,1
4095,40,20231224,1
2377,133,20230617,1
1744,392,20231107,1
5386,28,20230727,1
4008,154,20230317,1
1312,498,20231112,1
841,123,20230712,1
2836,405,20231029,1
3913,206,20231028,1
550,52,20231223,1
5464,81,20230716,1
4177,46,20230909,1
1292,239,20230902,1
4323,346,20230610,1
1615,116,20230303,1
2190,470,20231116,1
1584,368,20230715,1
2038,119,20230226,1
3742,78,20230309,1
2379,91,20230809,1
4498,417,20230302,1
4514,386,20230218,1
4263,448,20230102,1
5723,173,20230922,1
3248,134,20230603,1
4023,274,20230216,1
1137,33,20230304,1
3259,209,20230406,1
422,108,20230615,1
2063,384,20230226,1
2719,361,20231111,1
3864,38,20230812,1
4941,468,20230918,1
1723,58,20230416,1
2824,133,20230726,1
3708,282,20230819,1
5851,266,20230415,1
1624,34,20230506,1
5829,370,20230325,1
4977,151,20230425,1
3849,399,20230727,1
150,77,20230312,1
2245,329,20230225,1
5537,96,20230214,1
2380,288,20230203,1
5397,94,20230110,1
1640,175,20231116,1
2711,448,20231126,1
2462,209,20230309,1
5997,182,20230621,1
829,177,20231103,1
3315,85,20230202,1
3506,325,20231007,1
4558,54,20230615,1
1394,245,20230529,1
5936,169,20231113,1
663,319,20230622,1
2680,437,20230707,1
4447,126,20230710,1
521,259,20230622,1
2571,338,20231203,1
1359,397,20230829,1
1982,226,20230819,1
2380,185,20230831,1
208,256,20230613,1
4507,154,20231218,1
257,374,20230717,1
3190,40,20230121,1
3121,137,20230108,1
2201,362,20230429,1
841,58,20231229,1
2316,25,20230925,1
3542,434,20230919,1
5934,41,20231220,1
1070,454,20230420,1
4108,98,20231216,1
3959,232,20230401,1
5304,32,20230623,1
813,286,20231207,1
4001,123,20230521,1
1012,404,20230530,1
3341,151,20230222,1
4548,81,20230914,1
4795,343,20231223,1
2748,21,20230613,1
2037,274,20231214,1
242,29,20230325,1
5388,399,20231010,1
517,375,20231215,1
5715,77,20230306,1
5620,450,20231121,1
1315,48,20230317,1
890,198,20231113,1
5372,30,20230108,1
289,320,20230411,1
5771,262,20230719,1
4918,19,20230928,1
2891,428,20230117,1
5284,296,20230528,1
5413,238,20230423,1
1953,431,20230911,1
5699,257,20230623,1
1101,30,20230710,1
656,225,20230524,1
472,165,20230916,1
2104,207,20230819,1
2724,258,20231219,1
4700,308,20231214,1
5791,192,20231222,1
3247,239,20230106,1
1402,387,20230805,1
4532,210,20230703,1
4811,219,20230322,1
1568,166,20230429,1
