author_user_key,post_key,creation_date_key,post_count
247,274,20230531,1
422,275,20230313,1
1445,276,20230421,1
1350,277,20230108,1
570,278,20230426,1
1579,279,20230730,1
742,280,20231104,1
443,281,20231014,1
609,282,20230831,1
1505,283,20230716,1
545,284,20230115,1
113,285,20230525,1
1440,286,20230503,1
1728,287,20230724,1
754,288,20230815,1
643,289,20231005,1
1785,290,20230805,1
39,291,20230823,1
93,292,20230915,1
713,293,20230924,1
1637,294,20230411,1
169,295,20231108,1
1341,296,20230127,1
1716,297,20230602,1
909,298,20230104,1
400,299,20230712,1
308,300,20230930,1
1329,301,20231226,1
1888,302,20230916,1
1618,303,20231213,1
1913,304,20230828,1
73,305,20230509,1
747,306,20230813,1
856,307,20230718,1
798,308,20231008,1
197,309,20231010,1
318,310,20230329,1
1092,311,20231016,1
933,312,20230402,1
1132,313,20230827,1
1749,314,20231001,1
1472,315,20231218,1
1676,316,20230301,1
1953,317,20231109,1
963,318,20230810,1
1975,319,20231115,1
1576,320,20231007,1
203,321,20230930,1
1547,322,20231222,1
1816,323,20230414,1
1098,324,20230202,1
575,325,20230517,1
1106,326,20230729,1
366,327,20230225,1
903,328,20230801,1
1371,329,20230624,1
1258,330,20231109,1
1930,331,20230721,1
541,332,20230318,1
1800,333,20231030,1
1664,334,20231103,1
43,335,20230403,1
1659,336,20231116,1
24,337,20230830,1
1141,338,20230623,1
1262,339,20231028,1
1635,340,20230726,1
1880,341,20230807,1
317,342,20230329,1
1017,343,20231220,1
1140,344,20230101,1
883,345,20231001,1
133,346,20230210,1
57,347,20230607,1
214,348,20230620,1
1665,349,20230416,1
327,350,20230714,1
1723,351,20230226,1
1675,352,20230624,1
546,353,20230402,1
704,354,20230228,1
767,355,20231029,1
472,356,20231221,1
1331,357,20230801,1
1644,358,20231220,1
1857,359,20231023,1
219,360,20230929,1
152,361,20230731,1
1246,362,20230510,1
1213,363,20230225,1
1539,364,20230601,1
227,365,20230502,1
72,366,20230512,1
1102,367,20230824,1
1679,368,20231030,1
1985,369,20230219,1
1019,370,20230928,1
1925,371,20230107,1
759,372,20230503,1
1264,373,20231117,1
1265,374,20230603,1
1679,375,20230125,1
282,376,20231104,1
1651,377,20231218,1
882,378,20230305,1
1897,379,20231216,1
95,380,20230822,1
6,381,20230706,1
106,382,20230104,1
1315,383,20230828,1
1717,384,20230511,1
1353,385,20230622,1
455,386,20231126,1
979,387,20230421,1
532,388,20230320,1
288,389,20230918,1
1522,390,20230706,1
1026,391,20231022,1
1092,392,20230820,1
1262,393,20230803,1
1039,394,20230313,1
513,395,20231025,1
1016,396,20230303,1
760,397,20230908,1
1182,398,20231115,1
654,399,20230204,1
1390,400,20230126,1
1246,401,20230827,1
1543,402,20231205,1
1129,403,20230302,1
656,404,20230821,1
1061,405,20230804,1
582,406,20230827,1
802,407,20230823,1
1907,408,20230513,1
981,409,20231104,1
63,410,20230624,1
1344,411,20230704,1
293,412,20231119,1
109,413,20230613,1
1147,414,20230904,1
1123,415,20230906,1
1126,416,20230414,1
794,417,20230317,1
899,418,20230503,1
67,419,20230911,1
486,420,20230407,1
407,421,20230212,1
658,422,20230919,1
1622,423,20230224,1
1763,424,20231211,1
877,425,20230801,1
1607,426,20230211,1
1076,427,20230129,1
56,428,20231228,1
430,429,20231114,1
1188,430,20230604,1
1484,431,20230718,1
1488,432,20231031,1
1329,433,20231202,1
494,434,20231226,1
390,435,20230930,1
666,436,20231212,1
336,437,20230121,1
1047,438,20230626,1
469,439,20230907,1
607,440,20230709,1
450,441,20230103,1
1452,442,20231114,1
1079,443,20230927,1
1438,444,20230210,1
389,445,20230926,1
1414,446,20230821,1
593,447,20230624,1
1559,448,20231214,1
1828,449,20230101,1
531,450,20230202,1
990,451,20230811,1
153,452,20231018,1
1766,453,20231010,1
1912,454,20230213,1
1455,455,20231027,1
1411,456,20230121,1
145,457,20230708,1
1690,458,20230709,1
1281,459,20231005,1
1271,460,20230902,1
1597,461,20231229,1
125,462,20231029,1
1917,463,20231230,1
1276,464,20231010,1
1197,465,20230512,1
1196,466,20230803,1
168,467,20230801,1
1938,468,20231106,1
634,469,20230606,1
499,470,20230702,1
143,471,20230329,1
1208,472,20230904,1
137,473,20230805,1
1454,474,20230514,1
1397,475,20230205,1
1250,476,20230220,1
676,477,20230804,1
1107,478,20230322,1
373,479,20231102,1
92,480,20230326,1
503,481,20230222,1
273,482,20231226,1
1597,483,20230715,1
1272,484,20230905,1
29,485,20231117,1
1288,486,20230211,1
1079,487,20231102,1
366,488,20230626,1
352,489,20230723,1
940,490,20230417,1
1047,491,20230221,1
1809,492,20231211,1
1095,493,20230726,1
1906,494,20230514,1
1725,495,20231213,1
1485,496,20230617,1
256,497,20230923,1
177,498,20230419,1
647,499,20230505,1
1654,500,20231120,1
1357,501,20231123,1
175,502,20230527,1
1980,503,20230303,1
905,504,20230802,1
1652,505,20230515,1
1566,506,20230906,1
1399,507,20231027,1
108,508,20230930,1
198,509,20230104,1
1987,510,20230908,1
281,511,20230708,1
1226,512,20230711,1
463,513,20231123,1
451,514,20230501,1
649,515,20230901,1
1170,516,20231125,1
1629,517,20230826,1
782,518,20231017,1
98,519,20230225,1
1161,520,20230908,1
586,521,20230826,1
281,522,20230516,1
382,523,20230828,1
1360,524,20230408,1
1520,525,20230320,1
81,526,20230221,1
1244,527,20230718,1
1500,528,20231212,1
137,529,20230224,1
403,530,20231106,1
1813,531,20231204,1
249,532,20230802,1
416,533,20230828,1
70,534,20230125,1
1195,535,20230106,1
633,536,20231219,1
369,537,20230228,1
1054,538,20231227,1
978,539,20231110,1
549,540,20230611,1
1870,541,20230818,1
76,542,20230424,1
1072,543,20230215,1
1443,544,20230224,1
1965,545,20231023,1
1141,546,20230811,1
1248,547,20230703,1
1208,548,20231014,1
323,549,20230211,1
876,550,20230904,1
911,551,20230731,1
1000,552,20230319,1
748,553,20230904,1
791,554,20230227,1
1615,555,20230802,1
461,556,20230428,1
372,557,20230815,1
991,558,20231020,1
90,559,20230616,1
374,560,20230418,1
1183,561,20230326,1
999,562,20230714,1
1399,563,20230517,1
918,564,20230301,1
67,565,20230213,1
1252,566,20230108,1
712,567,20230520,1
217,568,20230923,1
499,569,20231226,1
265,570,20230911,1
1595,571,20230909,1
94,572,20230922,1
1403,573,20230415,1
1303,574,20230921,1
1483,575,20230621,1
980,576,20231108,1
1696,577,20230216,1
235,578,20230309,1
1203,579,20230730,1
1576,580,20231015,1
543,581,20230613,1
414,582,20231018,1
498,583,20231112,1
846,584,20230301,1
970,585,20230625,1
576,586,20231014,1
1245,587,20231012,1
53,588,20231117,1
711,589,20230329,1
843,590,20230802,1
867,591,20230505,1
103,592,20230317,1
1672,593,20231108,1
656,594,20230425,1
950,595,20230301,1
1508,596,20231101,1
1806,597,20231101,1
1524,598,20231120,1
1576,599,20231028,1
385,600,20230724,1
982,601,20230321,1
679,602,20230117,1
559,603,20230825,1
937,604,20230524,1
961,605,20230604,1
371,606,20230706,1
428,607,20230901,1
64,608,20231206,1
390,609,20231024,1
1735,610,20230509,1
918,611,20230314,1
1925,612,20230726,1
950,613,20230421,1
1855,614,20231011,1
297,615,20231018,1
1983,616,20230425,1
424,617,20231108,1
1639,618,20230317,1
541,619,20230404,1
1287,620,20230105,1
565,621,20230226,1
681,622,20230614,1
1258,623,20231003,1
761,624,20230906,1
1168,625,20230830,1
1320,626,20230308,1
1131,627,20230916,1
56,628,20230321,1
1138,629,20230203,1
1119,630,20230304,1
1155,631,20231217,1
84,632,20231010,1
15,633,20230709,1
1276,634,20230210,1
817,635,20231223,1
1614,636,20231209,1
915,637,20230611,1
646,638,20230924,1
1537,639,20231007,1
806,640,20231103,1
1390,641,20230317,1
176,642,20230819,1
1156,643,20231019,1
1713,644,20231111,1
452,645,20231210,1
449,646,20231010,1
374,647,20230902,1
1809,648,20230429,1
1461,649,20230605,1
520,650,20230527,1
610,651,20230201,1
1111,652,20230809,1
1563,653,20231020,1
898,654,20230314,1
710,655,20230806,1
490,656,20230224,1
528,657,20230411,1
799,658,20230904,1
1896,659,20231222,1
1732,660,20230830,1
628,661,20231002,1
1032,662,20230311,1
1279,663,20231215,1
41,664,20231120,1
909,665,20230828,1
592,666,20230513,1
1913,667,20230107,1
232,668,20230302,1
262,669,20230508,1
1164,670,20230317,1
1755,671,20230620,1
327,672,20230209,1
1603,673,20230821,1
1568,674,20230720,1
5,675,20231104,1
331,676,20231009,1
77,677,20230323,1
1458,678,20230830,1
214,679,20230924,1
840,680,20230412,1
918,681,20231226,1
456,682,20231123,1
123,683,20231215,1
1801,684,20230205,1
1449,685,20231119,1
1231,686,20231215,1
1833,687,20230709,1
514,688,20230624,1
290,689,20231018,1
316,690,20230205,1
304,691,20230319,1
923,692,20230601,1
875,693,20230312,1
554,694,20230301,1
1311,695,20230309,1
1066,696,20231025,1
451,697,20230213,1
1473,698,20230317,1
960,699,20230705,1
170,700,20230910,1
12,701,20231007,1
1619,702,20231109,1
793,703,20231207,1
1682,704,20231103,1
1409,705,20230907,1
979,706,20230806,1
1959,707,20230826,1
1665,708,20230923,1
1797,709,20231119,1
170,710,20231212,1
1182,711,20230719,1
303,712,20230714,1
1182,713,20231027,1
912,714,20230814,1
1286,715,20231010,1
915,716,20230624,1
1374,717,20230315,1
171,718,20230304,1
595,719,20231122,1
1334,720,20230715,1
1231,721,20230825,1
1996,722,20230111,1
1325,723,20230802,1
1973,724,20230511,1
878,725,20230828,1
427,726,20231022,1
764,727,20230526,1
253,728,20231026,1
925,729,20230326,1
483,730,20230903,1
1540,731,20230225,1
193,732,20230723,1
1124,733,20230606,1
229,734,20231012,1
237,735,20230914,1
501,736,20231222,1
1774,737,20231207,1
1003,738,20230917,1
894,739,20230228,1
455,740,20230206,1
1682,741,20230817,1
1107,742,20231017,1
1617,743,20230331,1
572,744,20230809,1
1861,745,20230717,1
1822,746,20230217,1
1236,747,20231102,1
621,748,20230717,1
1086,749,20230127,1
1343,750,20230517,1
1228,751,20230414,1
1258,752,20230223,1
202,753,20231013,1
75,754,20230923,1
119,755,20230822,1
757,756,20230206,1
182,757,20230130,1
1634,758,20230807,1
113,759,20230802,1
1105,760,20230424,1
1973,761,20231223,1
982,762,20231228,1
99,763,20230419,1
964,764,20230728,1
1555,765,20230828,1
1281,766,20231101,1
1147,767,20231103,1
611,768,20230808,1
386,769,20230106,1
114,770,20230608,1
365,771,20230413,1
695,772,20230723,1
56,773,20230123,1
1294,774,20231118,1
1199,775,20230217,1
1674,776,20230518,1
1845,777,20231225,1
1019,778,20230420,1
821,779,20231214,1
1749,780,20230510,1
1778,781,20230824,1
1656,782,20230704,1
1481,783,20230712,1
132,784,20231223,1
1290,785,20230421,1
701,786,20230630,1
1171,787,20231108,1
1573,788,20230807,1
415,789,20230920,1
659,790,20230819,1
623,791,20230414,1
521,792,20230304,1
1830,793,20230224,1
754,794,20230610,1
1801,795,20230529,1
1293,796,20230121,1
1792,797,20231026,1
1363,798,20230708,1
1137,799,20230205,1
1158,800,20230109,1
1297,801,20230903,1
1434,802,20231126,1
1046,803,20230924,1
1755,804,20230810,1
1752,805,20230210,1
1815,806,20230903,1
329,807,20230515,1
735,808,20230716,1
1499,809,20230510,1
469,810,20230123,1
409,811,20231129,1
1305,812,20230911,1
1286,813,20230516,1
1336,814,20230629,1
1743,815,20231220,1
10,816,20230705,1
1788,817,20230324,1
402,818,20230615,1
847,819,20230617,1
951,820,20230930,1
219,821,20230605,1
823,822,20230408,1
885,823,20230712,1
1528,824,20230916,1
1627,825,20230603,1
407,826,20231222,1
924,827,20230516,1
1835,828,20230604,1
506,829,20230525,1
737,830,20230617,1
1818,831,20230107,1
431,832,20230627,1
969,833,20231103,1
463,834,20231119,1
694,835,20230628,1
1201,836,20230702,1
1720,837,20230221,1
772,838,20231008,1
919,839,20230905,1
1384,840,20230901,1
1811,841,20231120,1
466,842,20230722,1
1380,843,20230310,1
270,844,20231023,1
1600,845,20231124,1
652,846,20230516,1
607,847,20230511,1
934,848,20230912,1
1748,849,20230205,1
1795,850,20230605,1
523,851,20231208,1
521,852,20230331,1
82,853,20230121,1
438,854,20230406,1
781,855,20231026,1
1773,856,20230202,1
1294,857,20230428,1
1413,858,20230726,1
1570,859,20230302,1
964,860,20230228,1
1224,861,20230921,1
629,862,20231227,1
1118,863,20230515,1
1865,864,20230909,1
1972,865,20230727,1
684,866,20230815,1
1749,867,20230610,1
1104,868,20231001,1
838,869,20230517,1
238,870,20230419,1
1484,871,20231114,1
180,872,20230727,1
1890,873,20230420,1
1403,874,20230723,1
1171,875,20230522,1
844,876,20230929,1
1341,877,20230816,1
59,878,20231015,1
1337,879,20231116,1
180,880,20230110,1
43,881,20230122,1
837,882,20231213,1
1504,883,20230304,1
1116,884,20230811,1
1925,885,20230210,1
380,886,20230714,1
1425,887,20230819,1
1640,888,20230627,1
677,889,20231013,1
347,890,20230626,1
1414,891,20230330,1
1640,892,20231024,1
590,893,20230726,1
1970,894,20231112,1
1254,895,20230813,1
1105,896,20230118,1
848,897,20230529,1
914,898,20231209,1
1626,899,20230930,1
574,900,20231226,1
38,901,20231103,1
1644,902,20230627,1
379,903,20230702,1
1056,904,20231019,1
218,905,20231014,1
1837,906,20230210,1
1793,907,20230908,1
794,908,20230802,1
1546,909,20231210,1
402,910,20231209,1
955,911,20231025,1
368,912,20230404,1
1365,913,20230329,1
331,914,20230707,1
876,915,20230807,1
341,916,20230826,1
374,917,20230729,1
1054,918,20231117,1
1450,919,20231113,1
994,920,20230925,1
1847,921,20230314,1
281,922,20230122,1
852,923,20230622,1
1268,924,20231105,1
1587,925,20231227,1
429,926,20230731,1
1080,927,20230828,1
1670,928,20231122,1
1277,929,20230418,1
1105,930,20231028,1
551,931,20230304,1
974,932,20230513,1
1270,933,20231001,1
1030,934,20230517,1
242,935,20231229,1
996,936,20230517,1
1136,937,20230203,1
557,938,20230129,1
311,939,20231202,1
1373,940,20230807,1
1913,941,20230607,1
1279,942,20230510,1
600,943,20230207,1
1714,944,20230328,1
253,945,20230903,1
1622,946,20230107,1
1845,947,20230905,1
1744,948,20230727,1
1387,949,20230818,1
1580,950,20231217,1
492,951,20230324,1
184,952,20230910,1
1048,953,20230928,1
1829,954,20230203,1
458,955,20230412,1
151,956,20230924,1
1255,957,20230105,1
532,958,20230930,1
1663,959,20230814,1
698,960,20230722,1
1473,961,20230731,1
3,962,20231015,1
1727,963,20230712,1
381,964,20230212,1
318,965,20231111,1
931,966,20230709,1
1066,967,20230519,1
1622,968,20230423,1
670,969,20230905,1
1855,970,20230717,1
166,971,20231112,1
1537,972,20231124,1
419,973,20231206,1
45,974,20230526,1
1360,975,20231019,1
55,976,20230330,1
1361,977,20230815,1
535,978,20230401,1
1485,979,20230617,1
1146,980,20230510,1
46,981,20230118,1
1492,982,20230215,1
167,983,20230122,1
399,984,20230216,1
1112,985,20230702,1
1530,986,20230110,1
472,987,20230903,1
619,988,20230807,1
1808,989,20231019,1
1176,990,20230922,1
703,991,20230529,1
1861,992,20230419,1
1605,993,20230326,1
1623,994,20230525,1
1098,995,20230710,1
597,996,20230427,1
1826,997,20230213,1
1058,998,20230731,1
996,999,20230705,1
1732,1000,20230726,1
1040,1001,20231122,1
207,1002,20230106,1
1684,1003,20231011,1
219,1004,20230515,1
613,1005,20230928,1
608,1006,20230226,1
889,1007,20230225,1
870,1008,20230114,1
480,1009,20230104,1
1328,1010,20230322,1
1264,1011,20230222,1
192,1012,20230425,1
1671,1013,20230109,1
605,1014,20230629,1
211,1015,20230603,1
876,1016,20231217,1
1576,1017,20230430,1
1771,1018,20230204,1
1380,1019,20230105,1
1750,1020,20231231,1
313,1021,20231023,1
1281,1022,20230722,1
61,1023,20230515,1
1094,1024,20230830,1
1788,1025,20230126,1
1805,1026,20231230,1
1671,1027,20231021,1
1165,1028,20231028,1
1798,1029,20230423,1
705,1030,20230415,1
1254,1031,20230603,1
1514,1032,20230728,1
1610,1033,20230606,1
1570,1034,20230810,1
455,1035,20230928,1
552,1036,20230510,1
1682,1037,20231109,1
103,1038,20231222,1
1883,1039,20231015,1
600,1040,20230927,1
1458,1041,20231215,1
979,1042,20230823,1
146,1043,20230521,1
1968,1044,20230121,1
1791,1045,20231222,1
1385,1046,20230724,1
1034,1047,20230213,1
1252,1048,20231105,1
725,1049,20231008,1
724,1050,20230803,1
1578,1051,20230121,1
1897,1052,20230702,1
1770,1053,20230210,1
276,1054,20231225,1
619,1055,20231224,1
565,1056,20230623,1
1326,1057,20230126,1
1159,1058,20231024,1
1995,1059,20230322,1
945,1060,20230812,1
369,1061,20230411,1
1013,1062,20230401,1
1851,1063,20230419,1
1469,1064,20230517,1
461,1065,20231012,1
565,1066,20230305,1
591,1067,20230509,1
783,1068,20231215,1
1454,1069,20231107,1
1418,1070,20230811,1
462,1071,20230602,1
167,1072,20230614,1
14,1073,20230426,1
991,1074,20230320,1
1896,1075,20231110,1
1389,1076,20230701,1
1118,1077,20231102,1
1794,1078,20230512,1
645,1079,20230716,1
491,1080,20230930,1
925,1081,20231025,1
158,1082,20230924,1
1856,1083,20230627,1
764,1084,20230423,1
1094,1085,20230328,1
1675,1086,20230106,1
1687,1087,20231117,1
891,1088,20231009,1
928,1089,20231123,1
666,1090,20230814,1
1935,1091,20231024,1
164,1092,20230925,1
688,1093,20231201,1
1011,1094,20230206,1
120,1095,20230318,1
1096,1096,20230926,1
654,1097,20230506,1
1964,1098,20231020,1
726,1099,20230923,1
752,1100,20230315,1
1671,1101,20230713,1
1218,1102,20230417,1
944,1103,20230725,1
1496,1104,20230724,1
1014,1105,20230813,1
153,1106,20230328,1
235,1107,20230131,1
546,1108,20230730,1
1324,1109,20230413,1
1307,1110,20230919,1
473,1111,20230712,1
913,1112,20230629,1
1980,1113,20230522,1
268,1114,20230222,1
692,1115,20230510,1
160,1116,20230521,1
1514,1117,20231206,1
1162,1118,20230922,1
1041,1119,20230131,1
1619,1120,20230928,1
1762,1121,20231208,1
643,1122,20230206,1
319,1123,20231224,1
1234,1124,20231130,1
1296,1125,20230415,1
233,1126,20230707,1
1611,1127,20230728,1
1793,1128,20231002,1
976,1129,20230901,1
90,1130,20230824,1
1594,1131,20230618,1
1519,1132,20230817,1
333,1133,20231201,1
1439,1134,20230129,1
915,1135,20230514,1
1325,1136,20231228,1
1988,1137,20230128,1
1062,1138,20230207,1
1886,1139,20230319,1
834,1140,20230607,1
1828,1141,20231207,1
925,1142,20230113,1
299,1143,20230529,1
1438,1144,20230817,1
966,1145,20230313,1
1835,1146,20230310,1
382,1147,20231126,1
9,1148,20231128,1
314,1149,20230929,1
927,1150,20230207,1
1888,1151,20230209,1
676,1152,20230902,1
292,1153,20230214,1
1286,1154,20230626,1
1098,1155,20230308,1
1860,1156,20230211,1
1745,1157,20230917,1
764,1158,20230830,1
985,1159,20230422,1
1448,1160,20230201,1
218,1161,20230311,1
1779,1162,20230624,1
570,1163,20231109,1
1394,1164,20230721,1
1663,1165,20230402,1
649,1166,20230312,1
869,1167,20230218,1
998,1168,20231031,1
1637,1169,20230720,1
1426,1170,20231124,1
726,1171,20230426,1
1127,1172,20230712,1
111,1173,20230326,1
1892,1174,20230418,1
715,1175,20230111,1
1202,1176,20230722,1
1312,1177,20231227,1
1209,1178,20230305,1
453,1179,20230604,1
508,1180,20230304,1
1588,1181,20231006,1
1538,1182,20231217,1
198,1183,20230803,1
1682,1184,20230316,1
1401,1185,20230310,1
67,1186,20230704,1
626,1187,20231127,1
1950,1188,20230929,1
131,1189,20230731,1
825,1190,20230801,1
951,1191,20230303,1
1732,1192,20230119,1
238,1193,20231015,1
202,1194,20230320,1
897,1195,20230429,1
1114,1196,20230223,1
1090,1197,20231227,1
34,1198,20230207,1
604,1199,20230110,1
1454,1200,20231219,1
177,1201,20230706,1
1780,1202,20231122,1
1356,1203,20230610,1
871,1204,20230926,1
797,1205,20230330,1
298,1206,20230728,1
605,1207,20230407,1
1549,1208,20230530,1
1648,1209,20230508,1
1096,1210,20230301,1
376,1211,20230202,1
279,1212,20231010,1
379,1213,20230804,1
903,1214,20230130,1
1177,1215,20230201,1
828,1216,20230621,1
1285,1217,20230201,1
356,1218,20230131,1
87,1219,20230702,1
64,1220,20231103,1
1347,1221,20231124,1
209,1222,20231227,1
686,1223,20230823,1
410,1224,20230415,1
1961,1225,20230910,1
205,1226,20230822,1
640,1227,20230111,1
1351,1228,20230128,1
1393,1229,20231111,1
1435,1230,20231023,1
1644,1231,20231011,1
1897,1232,20230303,1
1073,1233,20230320,1
999,1234,20230211,1
1404,1235,20230330,1
170,1236,20230305,1
583,1237,20230508,1
1933,1238,20230204,1
1061,1239,20230405,1
1196,1240,20231221,1
1380,1241,20231121,1
420,1242,20230725,1
921,1243,20231128,1
1153,1244,20231106,1
796,1245,20230104,1
139,1246,20230628,1
235,1247,20230302,1
1475,1248,20231010,1
1665,1249,20230717,1
700,1250,20231225,1
1475,1251,20230620,1
848,1252,20230405,1
1848,1253,20230218,1
1105,1254,20230118,1
338,1255,20230731,1
697,1256,20231128,1
1989,1257,20230110,1
1455,1258,20231112,1
1852,1259,20230824,1
1455,1260,20230818,1
28,1261,20231109,1
1044,1262,20230815,1
1358,1263,20230319,1
1900,1264,20230517,1
277,1265,20230129,1
1882,1266,20230202,1
1810,1267,20230211,1
1955,1268,20230616,1
587,1269,20230203,1
1769,1270,20230729,1
804,1271,20230904,1
1229,1272,20230108,1
1004,1273,20230707,1
842,1274,20230628,1
814,1275,20230802,1
1130,1276,20230701,1
152,1277,20230726,1
170,1278,20231229,1
820,1279,20230329,1
276,1280,20231227,1
1221,1281,20231231,1
1677,1282,20230707,1
1516,1283,20230102,1
1595,1284,20230910,1
533,1285,20231206,1
4,1286,20230220,1
762,1287,20231013,1
1973,1288,20230725,1
613,1289,20231018,1
986,1290,20230225,1
315,1291,20230919,1
314,1292,20230511,1
138,1293,20230822,1
899,1294,20230616,1
131,1295,20231128,1
1059,1296,20230130,1
215,1297,20230409,1
1111,1298,20230824,1
1042,1299,20231125,1
1612,1300,20230730,1
