actor_user_key,post_key,interaction_date_key,interaction_type,interaction_count
952,3633,20231123,Comment,1
1768,1585,20230601,Comment,1
143,5798,20230731,Comment,1
394,4168,20231024,Share,1
859,3700,20231022,Like,1
1675,673,20230925,Comment,1
506,2309,20230602,Like,1
16,1593,20231016,Like,1
742,2588,20230422,Like,1
1916,101,20230721,Like,1
1356,1147,20230724,Like,1
1662,1569,20230808,Like,1
738,1764,20230216,Like,1
658,2875,20230421,Like,1
924,5291,20230711,Like,1
248,4793,20230214,Like,1
1625,3018,20230312,Like,1
1482,4087,20230708,Like,1
1399,2990,20230331,Like,1
743,1805,20231031,Share,1
1041,1952,20230501,Like,1
820,662,20230612,Like,1
1040,3939,20230110,Like,1
1819,733,20230627,Like,1
64,5446,20230819,Like,1
1777,1312,20230305,Like,1
1222,4858,20230920,Like,1
1287,116,20230216,Like,1
696,4819,20230401,Like,1
1578,610,20230515,Like,1
1695,2458,20231231,Like,1
1258,1221,20230718,Like,1
599,4720,20230202,Like,1
568,2406,20230803,Like,1
1966,2984,20230220,Comment,1
1120,5410,20230808,Like,1
1167,3750,20230914,Like,1
729,5762,20230830,Like,1
641,4737,20231126,Like,1
144,1400,20230904,Like,1
804,2080,20230720,Like,1
1228,5915,20230224,Like,1
131,3101,20230112,Like,1
1193,3642,20230502,Like,1
1066,1394,20231212,Comment,1
746,359,20230718,Comment,1
825,3399,20230528,Share,1
1651,1822,20230727,Like,1
1420,4608,20231221,Like,1
29,3344,20230922,Like,1
305,3000,20231204,Like,1
1497,1147,20230318,Like,1
284,2314,20231229,Like,1
1387,413,20230114,Like,1
810,2056,20230622,Like,1
466,5254,20230908,Like,1
1814,5249,20230908,Like,1
1102,1350,20230906,Comment,1
504,1354,20231206,Like,1
1035,780,20230110,Like,1
739,363,20230504,Like,1
138,5740,20230222,Comment,1
1087,2705,20230609,Comment,1
678,3731,20230908,Like,1
458,4432,20230625,Like,1
1920,3800,20231230,Comment,1
1601,5608,20230613,Share,1
681,4416,20231120,Like,1
1097,3013,20230722,Like,1
1657,4695,20230318,Like,1
736,2343,20230703,Like,1
1873,1314,20230716,Share,1
344,2761,20230620,Like,1
158,1625,20230925,Like,1
754,1951,20230602,Like,1
977,2845,20230624,Like,1
803,5463,20231006,Share,1
1214,999,20230723,Like,1
1751,2912,20230131,Like,1
852,1616,20231202,Like,1
1182,5490,20231123,Like,1
1547,5606,20230918,Comment,1
550,4381,20230821,Like,1
682,2087,20231231,Like,1
222,1799,20230212,Like,1
1714,1138,20231212,Like,1
1891,5090,20230602,Comment,1
1663,4956,20231011,Comment,1
957,3733,20230919,Like,1
279,3232,20230227,Like,1
1800,2891,20230121,Like,1
691,4011,20230808,Share,1
1504,5047,20230317,Like,1
1618,3882,20231112,Like,1
1295,1386,20231007,Like,1
1960,2618,20230119,Like,1
1837,2415,20231012,Like,1
1370,5708,20230411,Like,1
1639,1376,20230623,Share,1
1510,1447,20230510,Comment,1
1104,5524,20231203,Comment,1
1675,2462,20231203,Like,1
1747,4585,20231119,Like,1
1068,5722,20231220,Like,1
1422,3347,20230722,Like,1
1686,496,20230909,Comment,1
1200,224,20231029,Share,1
844,5039,20230210,Like,1
608,2449,20231210,Share,1
368,1439,20230107,Like,1
419,593,20231120,Like,1
1759,4566,20230208,Like,1
1948,3145,20230617,Like,1
905,4951,20230623,Share,1
1467,5236,20230601,Comment,1
1446,1152,20231031,Comment,1
182,1448,20230926,Like,1
1348,1210,20230918,Like,1
1283,5871,20230927,Like,1
1391,3211,20230307,Like,1
1439,2528,20230608,Like,1
1641,1819,20230405,Comment,1
920,4139,20231117,Comment,1
1059,1131,20231231,Like,1
473,4074,20231011,Share,1
646,1317,20231214,Like,1
1808,1356,20231211,Like,1
1820,3159,20230213,Like,1
1524,2122,20230411,Like,1
1251,2771,20231120,Like,1
73,5622,20230216,Like,1
1739,1210,20230121,Like,1
227,5442,20230105,Share,1
1346,239,20230903,Like,1
1059,1370,20230327,Comment,1
638,4174,20230515,Like,1
24,2863,20230418,Like,1
160,539,20231005,Like,1
77,5512,20230625,Comment,1
1111,1209,20231025,Comment,1
1571,4598,20230518,Like,1
650,447,20231120,Like,1
1192,1389,20230501,Like,1
1985,282,20231030,Like,1
1723,5722,20230408,Share,1
421,3032,20230226,Comment,1
869,1423,20230606,Like,1
801,5257,20231129,Like,1
1313,5308,20230323,Like,1
949,2741,20230531,Like,1
1747,1735,20231120,Like,1
128,4930,20230805,Like,1
702,4969,20230627,Comment,1
314,1368,20231224,Like,1
1999,2686,20230323,Comment,1
918,3289,20230109,Like,1
1924,2145,20230906,Comment,1
1648,4366,20230212,Comment,1
947,5968,20230525,Like,1
1240,5575,20230108,Comment,1
1765,369,20230607,Share,1
367,4296,20230317,Like,1
1325,1432,20230628,Comment,1
1954,4921,20230115,Like,1
4,2402,20230117,Like,1
894,5279,20230208,Like,1
1460,4698,20230829,Comment,1
27,4786,20230524,Like,1
550,2925,20231106,Share,1
496,3479,20231030,Like,1
1910,3366,20230513,Like,1
1745,4960,20231110,Like,1
1871,5277,20230619,Like,1
19,5406,20231024,Like,1
226,4733,20231216,Like,1
284,2758,20230317,Share,1
452,3742,20230704,Share,1
1794,2150,20230305,Like,1
207,2253,20230213,Like,1
266,2149,20230430,Comment,1
1730,5043,20230518,Like,1
1509,2352,20230714,Like,1
1311,1623,20231117,Like,1
135,4130,20230723,Like,1
370,3791,20230227,Like,1
1728,2249,20231005,Share,1
286,4985,20230120,Like,1
1059,5035,20230807,Comment,1
658,1334,20231227,Like,1
839,2958,20230721,Comment,1
736,535,20230313,Like,1
1573,2208,20231030,Like,1
1916,5408,20230214,Share,1
698,1127,20230515,Like,1
220,3494,20230207,Share,1
1905,5327,20230917,Like,1
1569,4567,20230515,Like,1
1374,3178,20231005,Like,1
1930,5389,20230223,Like,1
363,3375,20230409,Like,1
503,468,20230414,Share,1
1109,5094,20230110,Like,1
909,4686,20231001,Like,1
1536,5113,20230627,Like,1
1039,4014,20230227,Like,1
1634,2409,20230701,Share,1
16,4742,20231109,Like,1
1546,2286,20230123,Like,1
1539,5111,20230409,Like,1
301,5817,20230328,Like,1
823,3516,20231206,Like,1
1619,5314,20230206,Like,1
1718,5849,20230307,Like,1
1580,3606,20230902,Like,1
1969,1559,20231009,Like,1
1921,1409,20231103,Share,1
672,5763,20231226,Like,1
1411,3395,20230214,Like,1
472,2293,20230126,Like,1
1029,1506,20231101,Like,1
1683,3668,20230217,Like,1
1359,5328,20230403,Like,1
1449,3567,20230410,Like,1
782,3694,20230827,Comment,1
524,2991,20230802,Comment,1
223,2176,20230401,Like,1
1339,1397,20230605,Like,1
1780,2996,20230507,Like,1
413,3084,20230504,Like,1
242,3277,20231029,Like,1
1669,3638,20230224,Comment,1
473,5470,20230621,Like,1
1965,5775,20230106,Like,1
1609,1255,20230627,Like,1
1893,1430,20230825,Like,1
582,2888,20230601,Like,1
1433,1606,20230530,Like,1
1477,414,20230624,Like,1
1127,4923,20230422,Like,1
156,4807,20230305,Comment,1
1230,304,20230527,Like,1
1061,1421,20231118,Like,1
367,2243,20230219,Like,1
1615,4066,20231013,Comment,1
1492,3813,20230718,Like,1
1417,251,20231106,Like,1
703,3755,20231014,Like,1
562,2783,20230207,Like,1
1071,1693,20230816,Like,1
791,4347,20230618,Like,1
1659,2561,20230521,Like,1
274,917,20230511,Like,1
345,967,20230408,Like,1
1407,2400,20230427,Share,1
1221,1566,20231222,Like,1
755,2141,20230427,Like,1
867,5919,20230106,Like,1
1465,307,20231125,Like,1
215,77,20230816,Like,1
1103,2226,20230220,Like,1
1034,3229,20231205,Share,1
1222,1190,20230813,Like,1
1481,3285,20230304,Comment,1
1055,2081,20230629,Share,1
775,1527,20230203,Like,1
96,1439,20230128,Like,1
1390,4233,20230416,Comment,1
1265,5684,20230228,Like,1
195,5974,20230404,Like,1
319,5921,20230925,Like,1
8,5431,20230518,Like,1
1350,810,20230625,Comment,1
696,4892,20231220,Like,1
591,1609,20230520,Share,1
1108,3129,20230419,Share,1
819,1156,20230607,Like,1
214,4975,20230730,Like,1
136,3842,20230506,Like,1
1741,5843,20230312,Like,1
1993,3913,20230115,Like,1
361,2004,20230108,Like,1
1501,1249,20230803,Like,1
7,3638,20231028,Comment,1
1141,1832,20230504,Like,1
305,4798,20230227,Like,1
1352,2962,20230130,Like,1
204,1600,20231024,Like,1
1658,3697,20231109,Like,1
53,1934,20230828,Like,1
280,4988,20231220,Like,1
229,2195,20230711,Like,1
839,3657,20230915,Share,1
1272,751,20230806,Share,1
187,992,20230305,Like,1
944,1277,20230203,Like,1
502,2393,20230117,Comment,1
1509,4193,20231017,Like,1
651,2241,20231127,Like,1
441,5835,20230912,Like,1
1604,256,20230521,Like,1
1556,1206,20230826,Like,1
629,3559,20231017,Like,1
1826,3752,20231020,Like,1
629,3353,20230302,Like,1
349,3860,20231214,Like,1
122,2913,20230530,Like,1
1290,2511,20230923,Like,1
363,4060,20231013,Like,1
1138,2909,20230121,Like,1
1832,1559,20230116,Share,1
204,763,20230111,Like,1
36,4687,20230914,Like,1
1792,2043,20230731,Comment,1
408,5496,20230902,Share,1
378,4155,20231020,Like,1
1706,5845,20230123,Like,1
1300,2329,20230119,Like,1
310,4949,20230914,Share,1
768,1546,20230517,Like,1
976,772,20230228,Like,1
1456,3756,20230830,Like,1
1360,4842,20230315,Like,1
1983,1949,20231220,Like,1
1684,5176,20230911,Like,1
507,2835,20230909,Comment,1
1813,5258,20230320,Like,1
871,2254,20230903,Like,1
1389,3362,20230112,Like,1
889,3695,20230321,Like,1
107,4469,20230615,Comment,1
584,4322,20230604,Like,1
994,3323,20230205,Like,1
1745,4262,20231213,Like,1
392,1351,20230725,Like,1
1431,1812,20230529,Comment,1
1862,644,20230913,Like,1
1259,5649,20231129,Like,1
1893,4717,20231225,Comment,1
1688,943,20230618,Like,1
773,769,20230216,Like,1
1946,2544,20230203,Like,1
1317,2987,20230603,Like,1
668,4363,20230406,Like,1
1353,3183,20231008,Like,1
627,5320,20230329,Comment,1
308,1040,20230620,Like,1
357,5872,20230408,Like,1
1753,2535,20230427,Share,1
598,2671,20231014,Comment,1
390,1468,20230816,Like,1
1311,2506,20230414,Share,1
167,485,20230713,Like,1
1514,1413,20230221,Like,1
1458,4688,20230314,Like,1
428,3748,20230606,Comment,1
241,219,20230723,Like,1
346,2438,20230821,Like,1
1110,5912,20230919,Share,1
753,3624,20230204,Like,1
371,4113,20230415,Like,1
674,4502,20230728,Comment,1
1352,5157,20230207,Like,1
1232,4429,20231111,Like,1
1463,2275,20230331,Like,1
1079,860,20230807,Like,1
1050,968,20231117,Like,1
737,1282,20231031,Comment,1
1187,29,20230415,Share,1
206,2413,20230904,Like,1
1594,5459,20230614,Like,1
360,4677,20230915,Like,1
437,3265,20230617,Share,1
35,744,20231015,Like,1
541,3216,20230620,Like,1
585,926,20230720,Like,1
792,5399,20230818,Like,1
898,2934,20230504,Comment,1
1220,2374,20230906,Like,1
844,3833,20230303,Like,1
1123,5970,20230328,Comment,1
598,2250,20230727,Like,1
1296,3044,20230325,Like,1
1227,5698,20230122,Like,1
382,947,20230606,Like,1
927,4720,20230526,Like,1
945,308,20230202,Share,1
1729,5716,20231121,Like,1
1947,2653,20231023,Like,1
752,788,20230915,Like,1
1944,3648,20230928,Like,1
81,2850,20230618,Like,1
672,5375,20230701,Like,1
1224,4897,20230812,Like,1
1681,2152,20230703,Like,1
1625,2157,20230503,Like,1
660,2849,20230219,Like,1
429,5799,20230316,Like,1
1669,1571,20230629,Like,1
684,532,20231217,Like,1
915,5567,20230928,Like,1
1716,1403,20230809,Like,1
595,2863,20230915,Share,1
1748,4148,20230606,Like,1
987,470,20230708,Like,1
545,2942,20230425,Like,1
221,4613,20231204,Like,1
1152,1953,20230115,Comment,1
500,4831,20230215,Like,1
366,3366,20230830,Like,1
453,2154,20230702,Like,1
1255,699,20230828,Comment,1
1903,1332,20231013,Like,1
103,428,20230712,Like,1
956,51,20231127,Like,1
1108,5790,20231002,Like,1
251,1126,20231216,Like,1
1405,3254,20230226,Like,1
1417,2440,20230825,Share,1
1240,1562,20230507,Share,1
1539,1604,20230612,Like,1
941,2482,20230913,Like,1
115,1441,20230202,Like,1
1202,472,20230902,Comment,1
1367,2224,20231104,Share,1
1869,819,20231002,Share,1
1395,3964,20230608,Like,1
1230,3562,20230601,Like,1
802,878,20230315,Comment,1
1993,3978,20230104,Like,1
1898,2950,20230321,Comment,1
1848,1478,20231019,Like,1
433,4973,20230806,Like,1
1819,3859,20230705,Like,1
457,3882,20230319,Like,1
1242,1816,20230702,Comment,1
146,2962,20230720,Like,1
773,512,20230617,Like,1
1463,1259,20230711,Like,1
940,2730,20231126,Like,1
694,955,20231207,Like,1
1777,254,20231203,Share,1
1048,1156,20230501,Comment,1
1303,1373,20230128,Comment,1
488,442,20231219,Comment,1
1981,2150,20230825,Like,1
1054,911,20230820,Comment,1
476,718,20230910,Comment,1
1281,3630,20230422,Share,1
1970,4445,20231120,Comment,1
448,3641,20230417,Like,1
1678,5731,20231222,Like,1
1796,2529,20230327,Like,1
1347,3369,20230901,Like,1
1338,3680,20230826,Like,1
1014,4611,20231225,Comment,1
306,3671,20230829,Like,1
473,4722,20231022,Like,1
1219,5871,20230914,Like,1
223,716,20230324,Like,1
214,106,20230714,Like,1
1656,5032,20230217,Like,1
1109,3309,20230321,Like,1
1056,5644,20230728,Comment,1
1534,3262,20230127,Like,1
349,4580,20230602,Like,1
850,320,20230124,Like,1
1403,2886,20231213,Like,1
1523,2712,20230307,Like,1
1005,4664,20230622,Comment,1
1123,646,20231013,Comment,1
1247,1770,20230804,Like,1
594,5650,20230114,Like,1
670,5490,20230806,Like,1
1778,5222,20230912,Like,1
783,1101,20230809,Like,1
745,902,20230605,Like,1
1919,2959,20230207,Like,1
255,41,20230523,Like,1
1167,817,20231115,Comment,1
1089,1355,20230926,Like,1
377,5804,20230310,Like,1
264,5125,20230126,Like,1
649,5963,20231019,Comment,1
1656,1655,20230306,Like,1
1888,2409,20231129,Like,1
1186,4683,20230907,Like,1
1118,5692,20230430,Comment,1
1638,3202,20230625,Comment,1
460,4476,20230305,Like,1
654,4137,20230117,Comment,1
1291,2805,20230830,Like,1
1006,3800,20231025,Comment,1
668,1524,20230905,Like,1
108,5042,20230421,Like,1
1761,4573,20230827,Comment,1
1662,5596,20230121,Like,1
463,5880,20230206,Like,1
1148,1889,20230910,Like,1
1975,5333,20230826,Like,1
279,4150,20230705,Like,1
1551,2936,20231018,Like,1
193,2139,20230128,Comment,1
470,5496,20230808,Like,1
1775,5229,20231029,Like,1
1407,3428,20230808,Share,1
1896,1741,20230103,Like,1
1450,881,20230803,Like,1
1395,250,20231208,Comment,1
1996,3596,20230912,Share,1
1161,273,20230104,Like,1
42,4743,20230707,Like,1
691,3637,20230615,Comment,1
1640,831,20230801,Share,1
1278,4640,20230724,Comment,1
713,1013,20230811,Like,1
429,5295,20230405,Like,1
1902,2049,20230215,Like,1
1018,4987,20231008,Like,1
1645,2023,20230904,Like,1
441,3092,20230206,Like,1
912,1777,20231130,Like,1
1879,1623,20230322,Share,1
1210,506,20230813,Share,1
773,3487,20230826,Like,1
1439,4410,20231122,Like,1
1457,5862,20231109,Like,1
19,3117,20231113,Like,1
153,1648,20230401,Like,1
1090,1205,20231115,Like,1
1114,2878,20230123,Like,1
152,4754,20231219,Like,1
1184,2603,20230519,Share,1
1760,3422,20231113,Like,1
510,5205,20230210,Like,1
899,14,20230706,Like,1
1887,2350,20230706,Share,1
1193,3811,20230818,Like,1
1837,136,20230221,Like,1
1376,5268,20230220,Comment,1
1385,5496,20230723,Like,1
1191,5476,20230203,Like,1
1340,1299,20230423,Like,1
1986,5398,20231226,Like,1
586,1516,20230729,Share,1
1181,1344,20230116,Like,1
464,4049,20231219,Comment,1
265,3825,20230316,Like,1
1148,2463,20230602,Like,1
1859,4685,20230809,Like,1
1401,2766,20231015,Comment,1
699,5255,20231114,Like,1
682,3949,20230124,Like,1
532,2180,20230412,Comment,1
1639,4388,20230930,Share,1
40,3485,20231111,Like,1
359,2399,20230227,Like,1
529,1345,20230119,Like,1
1953,1558,20231222,Like,1
1127,5266,20230804,Share,1
1463,2050,20230916,Share,1
966,5240,20231109,Comment,1
740,1715,20230626,Like,1
804,2538,20230308,Like,1
1951,4613,20230117,Like,1
1947,4000,20230723,Like,1
834,2511,20231014,Like,1
363,2285,20231025,Like,1
857,3751,20230326,Like,1
1705,526,20230414,Share,1
1703,5798,20231103,Like,1
402,425,20230803,Comment,1
1213,1266,20230101,Share,1
1454,3683,20231005,Like,1
1310,2347,20231217,Like,1
1775,2549,20230906,Like,1
1023,3554,20231108,Like,1
449,2216,20231103,Like,1
1171,2056,20230418,Like,1
361,3409,20230709,Like,1
480,1332,20230810,Like,1
633,4344,20231227,Share,1
1995,5120,20230409,Share,1
1071,3730,20230214,Like,1
1756,3493,20230101,Like,1
910,5816,20230310,Like,1
356,810,20230405,Like,1
1860,4115,20230425,Like,1
947,4278,20230311,Comment,1
1346,4746,20230521,Like,1
1466,4958,20230929,Like,1
734,3910,20230510,Like,1
172,2548,20231014,Like,1
1667,2103,20230626,Like,1
712,1164,20230830,Like,1
1584,4803,20231112,Like,1
1934,4577,20231212,Like,1
996,4722,20230325,Comment,1
1795,5841,20230120,Like,1
684,2483,20230310,Like,1
1207,822,20230523,Like,1
1981,5778,20230315,Like,1
1892,2512,20231102,Like,1
1799,3884,20230119,Like,1
1889,5333,20230502,Share,1
655,1271,20230614,Like,1
299,1221,20230827,Like,1
424,1016,20230806,Like,1
417,3871,20230711,Share,1
1226,5594,20231118,Comment,1
847,3642,20230328,Like,1
428,2769,20230225,Like,1
675,571,20230524,Comment,1
1846,4501,20231117,Like,1
313,1506,20230429,Like,1
894,2169,20231206,Like,1
1535,3226,20231215,Share,1
1300,2474,20230619,Comment,1
1009,2164,20230518,Like,1
1206,686,20230118,Comment,1
1960,4052,20230610,Like,1
177,106,20230105,Comment,1
236,3027,20230309,Like,1
1281,3902,20230224,Like,1
615,4490,20231126,Like,1
568,3499,20230220,Like,1
1930,4263,20230921,Like,1
995,2373,20230830,Like,1
1016,1167,20231103,Comment,1
983,3388,20231227,Like,1
641,3421,20231012,Share,1
21,2357,20230310,Comment,1
663,1001,20230823,Like,1
63,835,20230511,Like,1
380,5459,20230523,Like,1
1844,1731,20230802,Like,1
383,2586,20230730,Comment,1
506,1026,20231004,Like,1
1400,1266,20230423,Comment,1
1318,2378,20231130,Like,1
137,2595,20230507,Comment,1
1874,4819,20230119,Like,1
162,4463,20230314,Like,1
1508,586,20230304,Like,1
1324,4316,20230122,Share,1
1773,1118,20230519,Like,1
70,2664,20231213,Like,1
1372,5947,20230227,Like,1
426,38,20230829,Like,1
489,1045,20230627,Like,1
1446,2723,20230827,Like,1
889,5594,20230403,Comment,1
842,3498,20230127,Like,1
249,3351,20230927,Like,1
1524,4769,20230709,Comment,1
474,5147,20230515,Like,1
209,3525,20230630,Like,1
553,5175,20230924,Like,1
187,2590,20231116,Like,1
800,2101,20230321,Share,1
1265,4187,20230905,Like,1
250,4232,20230531,Like,1
317,4684,20230430,Like,1
524,4437,20230630,Like,1
369,5769,20231128,Comment,1
1430,4753,20230106,Share,1
1176,355,20230911,Share,1
853,5470,20230521,Like,1
1858,975,20231009,Like,1
786,5877,20230723,Like,1
266,1731,20230611,Like,1
1584,3544,20230720,Like,1
907,4103,20230722,Comment,1
1841,2710,20230512,Like,1
1947,3449,20230212,Share,1
86,1228,20230125,Like,1
1556,1786,20231230,Like,1
1524,5800,20230219,Like,1
698,1004,20230213,Like,1
1761,5354,20230722,Like,1
727,4235,20230514,Like,1
492,3755,20230907,Like,1
395,5643,20230602,Like,1
990,5169,20231217,Like,1
295,4341,20230723,Comment,1
1667,2984,20230517,Comment,1
1322,3387,20230630,Share,1
579,2170,20230918,Comment,1
177,1727,20231231,Comment,1
130,4307,20230407,Like,1
835,1918,20230905,Comment,1
1284,3994,20230210,Share,1
1072,4313,20231218,Like,1
771,2790,20231125,Like,1
1200,4631,20230616,Like,1
53,2965,20231219,Like,1
938,1322,20230323,Like,1
304,1839,20230123,Like,1
1764,794,20230119,Like,1
780,3127,20230517,Like,1
1801,4524,20231010,Like,1
1125,5104,20230127,Comment,1
925,4574,20230608,Like,1
509,2789,20230325,Like,1
50,1208,20230220,Like,1
1885,3834,20230430,Like,1
1634,2191,20231218,Like,1
1377,1432,20231006,Like,1
1670,5682,20230517,Comment,1
117,3159,20230301,Comment,1
1801,5022,20230209,Like,1
1142,3898,20230101,Share,1
404,2610,20230803,Like,1
581,2722,20230219,Like,1
408,1583,20230625,Like,1
828,4536,20230121,Like,1
1477,1797,20230227,Like,1
1435,2153,20230726,Share,1
1103,5594,20230603,Like,1
415,1248,20230317,Like,1
1480,2453,20230314,Like,1
420,4090,20230723,Like,1
825,2769,20231226,Like,1
1118,3696,20230212,Like,1
806,4670,20230714,Like,1
1582,1875,20230224,Like,1
1538,4246,20230703,Like,1
209,447,20231016,Like,1
1120,5218,20230316,Like,1
664,3135,20230128,Like,1
180,5745,20231202,Like,1
706,2584,20230211,Share,1
1558,3163,20230107,Like,1
1977,2239,20231108,Like,1
186,2514,20231118,Like,1
1888,213,20230818,Like,1
427,1830,20230611,Like,1
1437,3181,20230825,Like,1
1509,2344,20230814,Like,1
1005,4516,20230616,Comment,1
727,5445,20230531,Like,1
1548,5760,20231101,Like,1
359,4257,20230503,Like,1
827,754,20230814,Like,1
16,551,20230201,Like,1
1663,2748,20231218,Like,1
507,1747,20231203,Comment,1
1344,926,20230727,Like,1
745,5209,20230626,Like,1
1275,1914,20230315,Like,1
1175,4135,20230726,Like,1
425,4624,20230613,Like,1
1412,4334,20230408,Like,1
174,4828,20230430,Like,1
970,2756,20230911,Like,1
612,4317,20230828,Like,1
130,3675,20231007,Comment,1
1425,1211,20231014,Like,1
1074,4356,20230522,Like,1
695,2766,20230326,Like,1
1663,4819,20230216,Like,1
819,1085,20230530,Like,1
670,1342,20230719,Like,1
720,4841,20230525,Like,1
1726,3986,20230216,Share,1
531,2666,20230106,Comment,1
791,2275,20230212,Like,1
1681,4130,20230622,Like,1
863,2527,20231016,Like,1
595,1057,20230621,Comment,1
235,741,20230410,Comment,1
1986,1572,20230112,Share,1
1900,605,20230521,Comment,1
1855,1991,20231111,Like,1
1939,2533,20230917,Like,1
1935,2582,20230405,Comment,1
1213,4077,20230430,Like,1
1222,3872,20231202,Like,1
976,3941,20230715,Like,1
46,923,20230325,Comment,1
228,5539,20230803,Share,1
1593,2142,20230518,Share,1
744,1913,20231022,Like,1
1161,2426,20231021,Comment,1
873,563,20230403,Like,1
673,2749,20230401,Like,1
892,933,20231019,Like,1
855,2186,20230314,Like,1
1684,180,20230206,Like,1
230,5081,20230317,Like,1
1329,869,20230814,Like,1
1279,4649,20231227,Like,1
1392,5148,20230314,Comment,1
1763,5050,20230218,Like,1
1042,1089,20230128,Like,1
648,3378,20230523,Comment,1
853,5373,20230804,Share,1
1957,734,20231002,Like,1
140,2804,20230823,Comment,1
1660,3291,20230911,Like,1
1249,5111,20231111,Comment,1
901,5274,20230620,Like,1
268,1062,20231217,Share,1
1776,4258,20230528,Like,1
1215,1104,20230413,Like,1
783,1342,20230823,Share,1
1223,3900,20231126,Share,1
1715,4455,20230426,Like,1
1997,1268,20231230,Like,1
608,2147,20230325,Share,1
1899,1717,20231002,Like,1
1970,1649,20230716,Like,1
752,4592,20230706,Share,1
1560,5921,20230519,Like,1
1105,726,20230817,Share,1
1765,879,20231122,Like,1
1316,5376,20230803,Like,1
693,5292,20230402,Like,1
150,4948,20230715,Like,1
800,520,20230825,Share,1
292,4775,20230715,Like,1
1458,293,20231223,Like,1
772,4244,20231026,Comment,1
974,535,20230103,Like,1
1933,940,20230514,Like,1
518,4322,20230128,Like,1
1567,3167,20230929,Like,1
228,5249,20230715,Like,1
176,1981,20230405,Like,1
146,801,20230901,Comment,1
236,5972,20231004,Like,1
1729,1275,20230321,Like,1
722,2712,20230601,Like,1
1494,5034,20230903,Comment,1
479,4769,20230504,Like,1
37,2281,20230618,Like,1
1131,2125,20230429,Like,1
1901,3786,20230302,Like,1
565,4860,20230312,Like,1
979,5058,20230724,Like,1
1991,770,20230509,Share,1
240,416,20231006,Like,1
1424,3438,20230413,Like,1
973,873,20230422,Like,1
1021,3730,20230502,Like,1
249,1305,20230123,Like,1
30,5988,20230710,Like,1
547,1794,20230103,Comment,1
1417,906,20230310,Like,1
1105,3021,20230416,Comment,1
1145,49,20231122,Like,1
1006,639,20230227,Like,1
1589,841,20230530,Like,1
177,88,20230304,Like,1
50,92,20231110,Like,1
493,39,20230408,Like,1
421,5459,20230709,Like,1
1824,4335,20231214,Like,1
57,4443,20231216,Like,1
1047,5035,20230912,Like,1
815,4126,20231115,Like,1
1419,5733,20231202,Comment,1
948,2164,20231116,Comment,1
47,2006,20230502,Like,1
77,4576,20230503,Like,1
218,4911,20230220,Like,1
1843,4808,20230702,Like,1
884,4968,20230130,Like,1
